Freq.	V(verr)/V(x)
4.57088189614870e+002	(2.74676397097729e+001dB,1.16535456445279e+002°)
4.67735141287193e+002	(2.73156569525672e+001dB,1.17035172612754e+002°)
4.78630092322633e+002	(2.71653339146013e+001dB,1.17539922713487e+002°)
4.89778819368441e+002	(2.70167065782809e+001dB,1.18049522824402e+002°)
5.01187233627266e+002	(2.68698102455950e+001dB,1.18563777111922e+002°)
5.12861383991359e+002	(2.67246794327827e+001dB,1.19082477880550e+002°)
5.24807460249766e+002	(2.65813477638144e+001dB,1.19605405670289e+002°)
5.37031796370247e+002	(2.64398478632940e+001dB,1.20132329404583e+002°)
5.49540873857618e+002	(2.63002112494277e+001dB,1.20663006590088e+002°)
5.62341325190342e+002	(2.61624682277427e+001dB,1.21197183569209e+002°)
5.75439937337150e+002	(2.60266477862642e+001dB,1.21734595825872e+002°)
5.88843655355582e+002	(2.58927774928852e+001dB,1.22274968344569e+002°)
6.02559586074351e+002	(2.57608833956741e+001dB,1.22818016022179e+002°)
6.16595001861475e+002	(2.56309899268744e+001dB,1.23363444131587e+002°)
6.30957344480186e+002	(2.55031198113454e+001dB,1.23910948835564e+002°)
6.45654229034648e+002	(2.53772939801797e+001dB,1.24460217748837e+002°)
6.60693448007588e+002	(2.52535314902128e+001dB,1.25010930545758e+002°)
6.76082975391974e+002	(2.51318494501045e+001dB,1.25562759610410e+002°)
6.91830970918928e+002	(2.50122629536295e+001dB,1.26115370725525e+002°)
7.07945784384129e+002	(2.48947850207639e+001dB,1.26668423796066e+002°)
7.24435960074981e+002	(2.47794265470873e+001dB,1.27221573602898e+002°)
7.41310241300909e+002	(2.46661962619536e+001dB,1.27774470581572e+002°)
7.58577575029175e+002	(2.45551006958022e+001dB,1.28326761620884e+002°)
7.76247116628682e+002	(2.44461441568940e+001dB,1.28878090875605e+002°)
7.94328234724272e+002	(2.43393287176687e+001dB,1.29428100587543e+002°)
8.12830516164089e+002	(2.42346542108182e+001dB,1.29976431908966e+002°)
8.31763771102661e+002	(2.41321182350783e+001dB,1.30522725722340e+002°)
8.51138038202366e+002	(2.40317161706332e+001dB,1.31066623450360e+002°)
8.70963589956070e+002	(2.39334412039361e+001dB,1.31607767850331e+002°)
8.91250938133735e+002	(2.38372843616423e+001dB,1.32145803787156e+002°)
9.12010839355899e+002	(2.37432345532657e+001dB,1.32680378979415e+002°)
9.33254300796979e+002	(2.36512786220740e+001dB,1.33211144713376e+002°)
9.54992586021424e+002	(2.35614014036615e+001dB,1.33737756520164e+002°)
9.77237220955799e+002	(2.34735857915614e+001dB,1.34259874811776e+002°)
9.99999999999987e+002	(2.33878128091980e+001dB,1.34777165472152e+002°)
1.02329299228074e+003	(2.33040616874238e+001dB,1.35289300400085e+002°)
1.04712854805089e+003	(2.32223099468467e+001dB,1.35795958001325e+002°)
1.07151930523759e+003	(2.31425334841200e+001dB,1.36296823627890e+002°)
1.09647819614317e+003	(2.30647066613522e+001dB,1.36791589963198e+002°)
1.12201845430195e+003	(2.29888023977869e+001dB,1.37279957352313e+002°)
1.14815362149687e+003	(2.29147922629093e+001dB,1.37761634077189e+002°)
1.17489755493951e+003	(2.28426465701554e+001dB,1.38236336577446e+002°)
1.20226443461740e+003	(2.27723344704279e+001dB,1.38703789617755e+002°)
1.23026877081237e+003	(2.27038240446636e+001dB,1.39163726403490e+002°)
1.25892541179415e+003	(2.26370823947442e+001dB,1.39615888646773e+002°)
1.28824955169312e+003	(2.25720757320996e+001dB,1.40060026585497e+002°)
1.31825673855639e+003	(2.25087694634172e+001dB,1.40495898958284e+002°)
1.34896288259164e+003	(2.24471282729346e+001dB,1.40923272938661e+002°)
1.38038426460287e+003	(2.23871162008707e+001dB,1.41341924031987e+002°)
1.41253754462274e+003	(2.23286967176188e+001dB,1.41751635938853e+002°)
1.44543977074591e+003	(2.22718327934026e+001dB,1.42152200388794e+002°)
1.47910838816819e+003	(2.22164869631703e+001dB,1.42543416948190e+002°)
1.51356124843619e+003	(2.21626213865708e+001dB,1.42925092806267e+002°)
1.54881661891246e+003	(2.21101979029284e+001dB,1.43297042542987e+002°)
1.58489319246109e+003	(2.20591780811933e+001dB,1.43659087882538e+002°)
1.62181009735891e+003	(2.20095232649055e+001dB,1.44011057435962e+002°)
1.65958690743754e+003	(2.19611946122628e+001dB,1.44352786436237e+002°)
1.69824365246172e+003	(2.19141531314302e+001dB,1.44684116468917e+002°)
1.73780082874935e+003	(2.18683597112654e+001dB,1.45004895201152e+002°)
1.77827941003890e+003	(2.18237751476710e+001dB,1.45314976111657e+002°)
1.81970085860996e+003	(2.17803601658065e+001dB,1.45614218223867e+002°)
1.86208713666284e+003	(2.17380754384136e+001dB,1.45902485844288e+002°)
1.90546071796322e+003	(2.16968816005187e+001dB,1.46179648307694e+002°)
1.94984459975802e+003	(2.16567392607839e+001dB,1.46445579730602e+002°)
1.99526231496885e+003	(2.16176090097771e+001dB,1.46700158774158e+002°)
2.04173794466950e+003	(2.15794514254264e+001dB,1.46943268417328e+002°)
2.08929613085401e+003	(2.15422270759170e+001dB,1.47174795741078e+002°)
2.13796208950220e+003	(2.15058965202747e+001dB,1.47394631724012e+002°)
2.18776162394952e+003	(2.14704203068644e+001dB,1.47602671049761e+002°)
2.23872113856831e+003	(2.14357589700167e+001dB,1.47798811926305e+002°)
2.29086765276774e+003	(2.14018730249746e+001dB,1.47982955917237e+002°)
2.34422881531989e+003	(2.13687229613345e+001dB,1.48155007784943e+002°)
2.39883291901946e+003	(2.13362692351359e+001dB,1.48314875345564e+002°)
2.45470891568500e+003	(2.13044722597355e+001dB,1.48462469335584e+002°)
2.51188643150955e+003	(2.12732923955816e+001dB,1.48597703289874e+002°)
2.57039578276883e+003	(2.12426899389926e+001dB,1.48720493430999e+002°)
2.63026799189535e+003	(2.12126251100234e+001dB,1.48830758569636e+002°)
2.69153480392688e+003	(2.11830580394938e+001dB,1.48928420015967e+002°)
2.75422870333813e+003	(2.11539487552427e+001dB,1.49013401501951e+002°)
2.81838293126441e+003	(2.11252571676604e+001dB,1.49085629114452e+002°)
2.88403150312657e+003	(2.10969430545502e+001dB,1.49145031239216e+002°)
2.95120922666634e+003	(2.10689660453599e+001dB,1.49191538515795e+002°)
3.01995172040197e+003	(2.10412856048303e+001dB,1.49225083803542e+002°)
3.09029543251355e+003	(2.10138610161006e+001dB,1.49245602158877e+002°)
3.16227766016833e+003	(2.09866513633195e+001dB,1.49253030824087e+002°)
3.23593656929624e+003	(2.09596155138101e+001dB,1.49247309227947e+002°)
3.31131121482586e+003	(2.09327120998473e+001dB,1.49228378998536e+002°)
3.38844156139198e+003	(2.09058995001106e+001dB,1.49196183988624e+002°)
3.46736850452527e+003	(2.08791358208860e+001dB,1.49150670314064e+002°)
3.54813389233570e+003	(2.08523788770990e+001dB,1.49091786405622e+002°)
3.63078054770096e+003	(2.08255861732746e+001dB,1.49019483074714e+002°)
3.71535229097167e+003	(2.07987148845281e+001dB,1.48933713593499e+002°)
3.80189396320556e+003	(2.07717218377047e+001dB,1.48834433789787e+002°)
3.89045144994275e+003	(2.07445634927996e+001dB,1.48721602157192e+002°)
3.98107170553492e+003	(2.07171959247997e+001dB,1.48595179980927e+002°)
4.07380277804107e+003	(2.06895748061031e+001dB,1.48455131479614e+002°)
4.16869383470329e+003	(2.06616553896859e+001dB,1.48301423963415e+002°)
4.26579518801587e+003	(2.06333924931949e+001dB,1.48134028008729e+002°)
4.36515832240160e+003	(2.06047404841599e+001dB,1.47952917649645e+002°)
4.46683592150957e+003	(2.05756532665296e+001dB,1.47758070586229e+002°)
4.57088189614868e+003	(2.05460842687438e+001dB,1.47549468409657e+002°)
4.67735141287191e+003	(2.05159864335679e+001dB,1.47327096844088e+002°)
4.78630092322631e+003	(2.04853122099205e+001dB,1.47090946005048e+002°)
4.89778819368439e+003	(2.04540135469354e+001dB,1.46841010674003e+002°)
5.01187233627265e+003	(2.04220418905036e+001dB,1.46577290588628e+002°)
5.12861383991357e+003	(2.03893481825460e+001dB,1.46299790748169e+002°)
5.24807460249765e+003	(2.03558828632708e+001dB,1.46008521733116e+002°)
5.37031796370245e+003	(2.03215958766689e+001dB,1.45703500038276e+002°)
5.49540873857616e+003	(2.02864366795034e+001dB,1.45384748418148e+002°)
5.62341325190341e+003	(2.02503542540404e+001dB,1.45052296243331e+002°)
5.75439937337148e+003	(2.02132971247676e+001dB,1.44706179866544e+002°)
5.88843655355580e+003	(2.01752133793364e+001dB,1.44346442996608e+002°)
6.02559586074349e+003	(2.01360506939518e+001dB,1.43973137078627e+002°)
6.16595001861473e+003	(2.00957563634224e+001dB,1.43586321678339e+002°)
6.30957344480184e+003	(2.00542773360630e+001dB,1.43186064868509e+002°)
6.45654229034646e+003	(2.00115602536240e+001dB,1.42772443614985e+002°)
6.60693448007586e+003	(1.99675514963977e+001dB,1.42345544159911e+002°)
6.76082975391972e+003	(1.99221972336236e+001dB,1.41905462399422e+002°)
6.91830970918926e+003	(1.98754434792850e+001dB,1.41452304252951e+002°)
7.07945784384127e+003	(1.98272361533577e+001dB,1.40986186021200e+002°)
7.24435960074979e+003	(1.97775211485289e+001dB,1.40507234729653e+002°)
7.41310241300906e+003	(1.97262444023717e+001dB,1.40015588454418e+002°)
7.58577575029172e+003	(1.96733519749115e+001dB,1.39511396627126e+002°)
7.76247116628680e+003	(1.96187901314783e+001dB,1.38994820315522e+002°)
7.94328234724269e+003	(1.95625054306898e+001dB,1.38466032476388e+002°)
8.12830516164087e+003	(1.95044448173606e+001dB,1.37925218177421e+002°)
8.31763771102658e+003	(1.94445557200833e+001dB,1.37372574784743e+002°)
8.51138038202363e+003	(1.93827861531718e+001dB,1.36808312112776e+002°)
8.70963589956067e+003	(1.93190848226092e+001dB,1.36232652533363e+002°)
8.91250938133732e+003	(1.92534012355892e+001dB,1.35645831041109e+002°)
9.12010839355896e+003	(1.91856858131895e+001dB,1.35048095272180e+002°)
9.33254300796977e+003	(1.91158900056693e+001dB,1.34439705473960e+002°)
9.54992586021421e+003	(1.90439664098362e+001dB,1.33820934423292e+002°)
9.77237220955795e+003	(1.89698688878864e+001dB,1.33192067291293e+002°)
9.99999999999984e+003	(1.88935526870882e+001dB,1.32553401453113e+002°)
1.02329299228074e+004	(1.88149745596418e+001dB,1.31905246241342e+002°)
1.04712854805088e+004	(1.87340928820277e+001dB,1.31247922642214e+002°)
1.07151930523759e+004	(1.86508677731332e+001dB,1.30581762934151e+002°)
1.09647819614317e+004	(1.85652612104371e+001dB,1.29907110268638e+002°)
1.12201845430195e+004	(1.84772371435271e+001dB,1.29224318193886e+002°)
1.14815362149686e+004	(1.83867616042260e+001dB,1.28533750122190e+002°)
1.17489755493951e+004	(1.82938028126181e+001dB,1.27835778742345e+002°)
1.20226443461739e+004	(1.81983312782821e+001dB,1.27130785378937e+002°)
1.23026877081236e+004	(1.81003198960671e+001dB,1.26419159300750e+002°)
1.25892541179415e+004	(1.79997440357794e+001dB,1.25701296980950e+002°)
1.28824955169311e+004	(1.78965816251930e+001dB,1.24977601312069e+002°)
1.31825673855639e+004	(1.77908132258387e+001dB,1.24248480779182e+002°)
1.34896288259163e+004	(1.76824221010844e+001dB,1.23514348594936e+002°)
1.38038426460286e+004	(1.75713942760726e+001dB,1.22775621800381e+002°)
1.41253754462273e+004	(1.74577185891430e+001dB,1.22032720335744e+002°)
1.44543977074590e+004	(1.73413867344287e+001dB,1.21286066085451e+002°)
1.47910838816818e+004	(1.72223932953810e+001dB,1.20536081901799e+002°)
1.51356124843618e+004	(1.71007357690378e+001dB,1.19783190611755e+002°)
1.54881661891246e+004	(1.69764145809134e+001dB,1.19027814011344e+002°)
1.58489319246109e+004	(1.68494330904488e+001dB,1.18270371852068e+002°)
1.62181009735890e+004	(1.67197975870157e+001dB,1.17511280823697e+002°)
1.65958690743753e+004	(1.65875172765203e+001dB,1.16750953537678e+002°)
1.69824365246172e+004	(1.64526042587015e+001dB,1.15989797515238e+002°)
1.73780082874935e+004	(1.63150734952573e+001dB,1.15228214184094e+002°)
1.77827941003889e+004	(1.61749427689737e+001dB,1.14466597887493e+002°)
1.81970085860995e+004	(1.60322326340579e+001dB,1.13705334909110e+002°)
1.86208713666284e+004	(1.58869663579044e+001dB,1.12944802517104e+002°)
1.90546071796322e+004	(1.57391698545432e+001dB,1.12185368030477e+002°)
1.94984459975801e+004	(1.55888716100337e+001dB,1.11427387910637e+002°)
1.99526231496885e+004	(1.54361026000805e+001dB,1.10671206880943e+002°)
2.04173794466950e+004	(1.52808962001557e+001dB,1.09917157076806e+002°)
2.08929613085400e+004	(1.51232880884161e+001dB,1.09165557228828e+002°)
2.13796208950220e+004	(1.49633161417124e+001dB,1.08416711881311e+002°)
2.18776162394952e+004	(1.48010203249880e+001dB,1.07670910648400e+002°)
2.23872113856830e+004	(1.46364425743730e+001dB,1.06928427510064e+002°)
2.29086765276773e+004	(1.44696266742827e+001dB,1.06189520150033e+002°)
2.34422881531988e+004	(1.43006181288419e+001dB,1.05454429337823e+002°)
2.39883291901945e+004	(1.41294640279644e+001dB,1.04723378356930e+002°)
2.45470891568499e+004	(1.39562129084365e+001dB,1.03996572481258e+002°)
2.51188643150954e+004	(1.37809146103684e+001dB,1.03274198501827e+002°)
2.57039578276882e+004	(1.36036201294016e+001dB,1.02556424305794e+002°)
2.63026799189534e+004	(1.34243814650881e+001dB,1.01843398509750e+002°)
2.69153480392687e+004	(1.32432514658844e+001dB,1.01135250149202e+002°)
2.75422870333812e+004	(1.30602836712357e+001dB,1.00432088426065e+002°)
2.81838293126441e+004	(1.28755321512629e+001dB,9.97340025158327e+001°)
2.88403150312656e+004	(1.26890513445941e+001dB,9.90410614359632e+001°)
2.95120922666634e+004	(1.25008958949230e+001dB,9.83533139767752e+001°)
3.01995172040196e+004	(1.23111204869063e+001dB,9.76707886959299e+001°)
3.09029543251354e+004	(1.21197796820421e+001dB,9.69934939772629e+001°)
3.16227766016833e+004	(1.19269277552018e+001dB,9.63214181544079e+001°)
3.23593656929623e+004	(1.17326185325057e+001dB,9.56545296992795e+001°)
3.31131121482585e+004	(1.15369052312501e+001dB,9.49927774750856e+001°)
3.38844156139197e+004	(1.13398403026002e+001dB,9.43360910531052e+001°)
3.46736850452526e+004	(1.11414752777652e+001dB,9.36843810920267e+001°)
3.54813389233569e+004	(1.09418606183617e+001dB,9.30375397781780e+001°)
3.63078054770095e+004	(1.07410455716547e+001dB,9.23954413245227e+001°)
3.71535229097166e+004	(1.05390780313395e+001dB,9.17579425258447e+001°)
3.80189396320555e+004	(1.03360044044898e+001dB,9.11248833671087e+001°)
3.89045144994274e+004	(1.01318694852565e+001dB,9.04960876815728e+001°)
3.98107170553490e+004	(9.92671633584686e+000dB,8.98713638548629e+001°)
4.07380277804106e+004	(9.72058617525343e+000dB,8.92505055708822e+001°)
4.16869383470328e+004	(9.51351827614036e+000dB,8.86332925951551e+001°)
4.26579518801585e+004	(9.30554987021944e+000dB,8.80194915909786e+001°)
4.36515832240158e+004	(9.09671606237692e+000dB,8.74088569635944e+001°)
4.46683592150955e+004	(8.88704975373463e+000dB,8.68011317274913e+001°)
4.57088189614867e+004	(8.67658157375124e+000dB,8.61960483919171e+001°)
4.67735141287190e+004	(8.46533982139311e+000dB,8.55933298597042e+001°)
4.78630092322630e+004	(8.25335041532906e+000dB,8.49926903346078e+001°)
4.89778819368437e+004	(8.04063685303177e+000dB,8.43938362325028e+001°)
5.01187233627263e+004	(7.82722017860156e+000dB,8.37964670919951e+001°)
5.12861383991356e+004	(7.61311895906641e+000dB,8.32002764802548e+001°)
5.24807460249763e+004	(7.39834926885738e+000dB,8.26049528901781e+001°)
5.37031796370243e+004	(7.18292468211001e+000dB,8.20101806253194e+001°)
5.49540873857615e+004	(6.96685627240230e+000dB,8.14156406693953e+001°)
5.62341325190339e+004	(6.75015261950771e+000dB,8.08210115375494e+001°)
5.75439937337147e+004	(6.53281982271713e+000dB,8.02259701069575e+001°)
5.88843655355578e+004	(6.31486152026831e+000dB,7.96301924247605e+001°)
6.02559586074347e+004	(6.09627891441334e+000dB,7.90333544917061e+001°)
6.16595001861471e+004	(5.87707080165459e+000dB,7.84351330202735e+001°)
6.30957344480182e+004	(5.65723360768693e+000dB,7.78352061664309e+001°)
6.45654229034644e+004	(5.43676142659781e+000dB,7.72332542345267e+001°)
6.60693448007584e+004	(5.21564606389697e+000dB,7.66289603551454e+001°)
6.76082975391970e+004	(4.99387708297283e+000dB,7.60220111360563e+001°)
6.91830970918924e+004	(4.77144185460265e+000dB,7.54120972866470e+001°)
7.07945784384125e+004	(4.54832560917732e+000dB,7.47989142164606e+001°)
7.24435960074977e+004	(4.32451149133834e+000dB,7.41821626086473e+001°)
7.41310241300904e+004	(4.09998061676366e+000dB,7.35615489692899e+001°)
7.58577575029170e+004	(3.87471213087905e+000dB,7.29367861536732e+001°)
7.76247116628677e+004	(3.64868326931289e+000dB,7.23075938706401e+001°)
7.94328234724267e+004	(3.42186941995284e+000dB,7.16736991662094e+001°)
8.12830516164084e+004	(3.19424418650272e+000dB,7.10348368876226e+001°)
8.31763771102656e+004	(2.96577945347651e+000dB,7.03907501289502e+001°)
8.51138038202361e+004	(2.73644545260254e+000dB,6.97411906593101e+001°)
8.70963589956065e+004	(2.50621083064473e+000dB,6.90859193346453e+001°)
8.91250938133729e+004	(2.27504271867810e+000dB,6.84247064938736e+001°)
9.12010839355893e+004	(2.04290680288278e+000dB,6.77573323400607e+001°)
9.33254300796974e+004	(1.80976739694373e+000dB,6.70835873070861e+001°)
9.54992586021418e+004	(1.57558751616175e+000dB,6.64032724120660e+001°)
9.77237220955792e+004	(1.34032895339549e+000dB,6.57161995935815e+001°)
9.99999999999981e+004	(1.10395235696310e+000dB,6.50221920355288e+001°)
1.02329299228073e+005	(8.66417310636470e-001dB,6.43210844761694e+001°)
1.04712854805088e+005	(6.27682415859226e-001dB,6.36127235017131e+001°)
1.07151930523759e+005	(3.87705376313941e-001dB,6.28969678235253e+001°)
1.09647819614316e+005	(1.46443084951612e-001dB,6.21736885378068e+001°)
1.12201845430194e+005	(-9.61482864202683e-002dB,6.14427693663626e+001°)
1.14815362149686e+005	(-3.40113194917090e-001dB,6.07041068768521e+001°)
1.17489755493951e+005	(-5.85496631677286e-001dB,5.99576106807119e+001°)
1.20226443461739e+005	(-8.32344024268711e-001dB,5.92032036067494e+001°)
1.23026877081236e+005	(-1.08070113642341e+000dB,5.84408218482511e+001°)
1.25892541179414e+005	(-1.33061396516372e+000dB,5.76704150813081e+001°)
1.28824955169311e+005	(-1.58212863542721e+000dB,5.68919465519643e+001°)
1.31825673855638e+005	(-1.83529129234602e+000dB,5.61053931297217e+001°)
1.34896288259163e+005	(-2.09014799138611e+000dB,5.53107453249123e+001°)
1.38038426460286e+005	(-2.34674458660507e+000dB,5.45080072674536e+001°)
1.41253754462273e+005	(-2.60512661734004e+000dB,5.36971966445678e+001°)
1.44543977074590e+005	(-2.86533919369206e+000dB,5.28783445951432e+001°)
1.47910838816818e+005	(-3.12742688122636e+000dB,5.20514955585660e+001°)
1.51356124843618e+005	(-3.39143358536072e+000dB,5.12167070760522e+001°)
1.54881661891245e+005	(-3.65740243596392e+000dB,5.03740495427513e+001°)
1.58489319246108e+005	(-3.92537567273327e+000dB,4.95236059091860e+001°)
1.62181009735890e+005	(-4.19539453196242e+000dB,4.86654713309329e+001°)
1.65958690743753e+005	(-4.46749913534836e+000dB,4.77997527658238e+001°)
1.69824365246171e+005	(-4.74172838151775e+000dB,4.69265685183693e+001°)
1.73780082874934e+005	(-5.01811984097648e+000dB,4.60460477315563e+001°)
1.77827941003889e+005	(-5.29670965520366e+000dB,4.51583298266530e+001°)
1.81970085860995e+005	(-5.57753244061848e+000dB,4.42635638921576e+001°)
1.86208713666283e+005	(-5.86062119814788e+000dB,4.33619080235438e+001°)
1.90546071796321e+005	(-6.14600722911248e+000dB,4.24535286159856e+001°)
1.94984459975801e+005	(-6.43372005812770e+000dB,4.15385996127648e+001°)
1.99526231496884e+005	(-6.72378736368786e+000dB,4.06173017125854e+001°)
2.04173794466949e+005	(-7.01623491706052e+000dB,3.96898215395146e+001°)
2.08929613085400e+005	(-7.31108653007024e+000dB,3.87563507797454e+001°)
2.13796208950219e+005	(-7.60836401229244e+000dB,3.78170852898126e+001°)
2.18776162394951e+005	(-7.90808713811215e+000dB,3.68722241812902e+001°)
2.23872113856830e+005	(-8.21027362402893e+000dB,3.59219688873460e+001°)
2.29086765276773e+005	(-8.51493911650925e+000dB,3.49665222168167e+001°)
2.34422881531988e+005	(-8.82209719060243e+000dB,3.40060874016988e+001°)
2.39883291901944e+005	(-9.13175935944695e+000dB,3.30408671441109e+001°)
2.45470891568498e+005	(-9.44393509470225e+000dB,3.20710626688790e+001°)
2.51188643150953e+005	(-9.75863185784787e+000dB,3.10968727879172e+001°)
2.57039578276881e+005	(-1.00758551421986e+001dB,3.01184929825318e+001°)
2.63026799189533e+005	(-1.03956085253936e+001dB,2.91361145096561e+001°)
2.69153480392686e+005	(-1.07178937320271e+001dB,2.81499235378390e+001°)
2.75422870333811e+005	(-1.10427107060073e+001dB,2.71601003185591e+001°)
2.81838293126440e+005	(-1.13700576921469e+001dB,2.61668183981300e+001°)
2.88403150312655e+005	(-1.16999313264202e+001dB,2.51702438750949e+001°)
2.95120922666633e+005	(-1.20323267342531e+001dB,2.41705347076033e+001°)
3.01995172040196e+005	(-1.23672376361589e+001dB,2.31678400748088e+001°)
3.09029543251353e+005	(-1.27046564599802e+001dB,2.21622997958482e+001°)
3.16227766016832e+005	(-1.30445744589623e+001dB,2.11540438094548e+001°)
3.23593656929622e+005	(-1.33869818348486e+001dB,2.01431917167396e+001°)
3.31131121482584e+005	(-1.37318678651715e+001dB,1.91298523891415e+001°)
3.38844156139196e+005	(-1.40792210338971e+001dB,1.81141236430235e+001°)
3.46736850452525e+005	(-1.44290291645810e+001dB,1.70960919818668e+001°)
3.54813389233568e+005	(-1.47812795551949e+001dB,1.60758324065086e+001°)
3.63078054770094e+005	(-1.51359591137988e+001dB,1.50534082933828e+001°)
3.71535229097165e+005	(-1.54930544942494e+001dB,1.40288713402589e+001°)
3.80189396320553e+005	(-1.58525522311646e+001dB,1.30022615785426e+001°)
3.89045144994273e+005	(-1.62144388733914e+001dB,1.19736074508025e+001°)
3.98107170553489e+005	(-1.65787011152612e+001dB,1.09429259518206e+001°)
4.07380277804104e+005	(-1.69453259249560e+001dB,9.91022283113679e+000°)
4.16869383470327e+005	(-1.73143006693477e+001dB,8.87549285476894e+000°)
4.26579518801584e+005	(-1.76856132347196e+001dB,7.83872012353428e+000°)
4.36515832240157e+005	(-1.80592521428212e+001dB,6.79987844518213e+000°)
4.46683592150954e+005	(-1.84352066617541e+001dB,5.75893175736630e+000°)
4.57088189614866e+005	(-1.88134669112294e+001dB,4.71583459833574e+000°)
4.67735141287188e+005	(-1.91940239617851e+001dB,3.67053262210330e+000°)
4.78630092322628e+005	(-1.95768699275907e+001dB,2.62296315476095e+000°)
4.89778819368436e+005	(-1.99619980525107e+001dB,1.57305578854233e+000°)
5.01187233627262e+005	(-2.03494027891369e+001dB,5.20733010187147e-001°)
5.12861383991354e+005	(-2.07390798705391e+001dB,-5.34089139867039e-001°)
5.24807460249762e+005	(-2.11310263745154e+001dB,-1.59150038095437e+000°)
5.37031796370241e+005	(-2.15252407801633e+001dB,-2.65159548180411e+000°)
5.49540873857613e+005	(-2.19217230166179e+001dB,-3.71447352980526e+000°)
5.62341325190337e+005	(-2.23204745038380e+001dB,-4.78023718338981e+000°)
5.75439937337145e+005	(-2.27214981853476e+001dB,-5.84899191099831e+000°)
5.88843655355577e+005	(-2.31247985528659e+001dB,-6.92084522007710e+000°)
6.02559586074345e+005	(-2.35303816627879e+001dB,-7.99590587954206e+000°)
6.16595001861469e+005	(-2.39382551444993e+001dB,-9.07428313913117e+000°)
6.30957344480180e+005	(-2.43484282005363e+001dB,-1.01560859490574e+001°)
6.45654229034642e+005	(-2.47609115986255e+001dB,-1.12414221833646e+001°)
6.60693448007582e+005	(-2.51757176556622e+001dB,-1.23303978703837e+001°)
6.76082975391967e+005	(-2.55928602137144e+001dB,-1.34231164336782e+001°)
6.91830970918922e+005	(-2.60123546081626e+001dB,-1.45196779468662e+001°)
7.07945784384123e+005	(-2.64342176281173e+001dB,-1.56201784056938e+001°)
7.24435960074975e+005	(-2.68584674692819e+001dB,-1.67247090207263e+001°)
7.41310241300902e+005	(-2.72851236794625e+001dB,-1.78333555340028e+001°)
7.58577575029167e+005	(-2.77142070969587e+001dB,-1.89461975629726e+001°)
7.76247116628675e+005	(-2.81457397821011e+001dB,-2.00633079749912e+001°)
7.94328234724264e+005	(-2.85797449422432e+001dB,-2.11847522955960e+001°)
8.12830516164082e+005	(-2.90162468505478e+001dB,-2.23105881537095e+001°)
8.31763771102653e+005	(-2.94552707589519e+001dB,-2.34408647668161e+001°)
8.51138038202358e+005	(-2.98968428057308e+001dB,-2.45756224690384e+001°)
8.70963589956062e+005	(-3.03409899181283e+001dB,-2.57148922848866e+001°)
8.91250938133726e+005	(-3.07877397105544e+001dB,-2.68586955512699e+001°)
9.12010839355890e+005	(-3.12371203789011e+001dB,-2.80070435901448e+001°)
9.33254300796971e+005	(-3.16891605915584e+001dB,-2.91599374339206e+001°)
9.54992586021415e+005	(-3.21438893777575e+001dB,-3.03173676054563e+001°)
9.77237220955789e+005	(-3.26013360138987e+001dB,-3.14793139541562e+001°)
9.99999999999978e+005	(-3.30615299085555e+001dB,-3.26457455493090e+001°)
1.02329299228073e+006	(-3.35245004868742e+001dB,-3.38166206314185e+001°)
1.04712854805088e+006	(-3.39902770751075e+001dB,-3.49918866218414e+001°)
1.07151930523758e+006	(-3.44588887860404e+001dB,-3.61714801905862e+001°)
1.09647819614316e+006	(-3.49303644060724e+001dB,-3.73553273816384e+001°)
1.12201845430194e+006	(-3.54047322847230e+001dB,-3.85433437946668e+001°)
1.14815362149686e+006	(-3.58820202273200e+001dB,-3.97354348214370e+001°)
1.17489755493950e+006	(-3.63622553916135e+001dB,-4.09314959347249e+001°)
1.20226443461739e+006	(-3.68454641890331e+001dB,-4.21314130269805e+001°)
1.23026877081235e+006	(-3.73316721912718e+001dB,-4.33350627954595e+001°)
1.25892541179414e+006	(-3.78209040428326e+001dB,-4.45423131700197e+001°)
1.28824955169311e+006	(-3.83131833801224e+001dB,-4.57530237792784e+001°)
1.31825673855638e+006	(-3.88085327576106e+001dB,-4.69670464503577e+001°)
1.34896288259162e+006	(-3.93069735814988e+001dB,-4.81842257370141e+001°)
1.38038426460285e+006	(-3.98085260512668e+001dB,-4.94043994705609e+001°)
1.41253754462272e+006	(-4.03132091093680e+001dB,-5.06273993276599e+001°)
1.44543977074590e+006	(-4.08210403992571e+001dB,-5.18530514087863e+001°)
1.47910838816817e+006	(-4.13320362318274e+001dB,-5.30811768209602e+001°)
1.51356124843617e+006	(-4.18462115602328e+001dB,-5.43115922581991e+001°)
1.54881661891245e+006	(-4.23635799629611e+001dB,-5.55441105730797e+001°)
1.58489319246108e+006	(-4.28841536349173e+001dB,-5.67785413327995e+001°)
1.62181009735889e+006	(-4.34079433861649e+001dB,-5.80146913532141e+001°)
1.65958690743752e+006	(-4.39349586478699e+001dB,-5.92523652044736e+001°)
1.69824365246171e+006	(-4.44652074848840e+001dB,-6.04913656821056e+001°)
1.73780082874934e+006	(-4.49986966143091e+001dB,-6.17314942376809e+001°)
1.77827941003888e+006	(-4.55354314292877e+001dB,-6.29725513635420e+001°)
1.81970085860994e+006	(-4.60754160271831e+001dB,-6.42143369264759e+001°)
1.86208713666283e+006	(-4.66186532412287e+001dB,-6.54566504456577e+001°)
1.90546071796320e+006	(-4.71651446746638e+001dB,-6.66992913106669e+001°)
